"start";"end";"Gracias por tomarse el tiempo para participar en nuestra encuesta. Su aporte es invaluable para recopilar perspectivas y conocimientos sobre los desastres naturales en Tenerife y las medidas que se pueden tomar contra ellos. Sus respuestas nos ayudarán a comprender mejor la vulnerabilidad a los desastres naturales e informar a los responsables de las políticas en consecuencia. Esta encuesta es completamente anónima y sus respuestas se mantendrán confidenciales. La encuesta tomará un máximo de 10 minutos. Si tiene alguna pregunta o comentario durante la encuesta, no dude en pedir apoyo. ¡Muchas gracias por su participación!  ¿Está de acuerdo en participar en esta encuesta y tiene 18 años o más? ";"¿En qué ciudad de Tenerife vive? (Por favor, indique si es turista o residente a tiempo parcial)";"¿Cuál es su edad?";"¿Cuál es su género?";"¿Cuál es su nivel educativo más alto completado?";"Indique sus ingresos anuales (en euros)";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)/Incendios forestales";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)/Inundaciones";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)/Erupciones volcánicas";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)/Desprendimientos de rocas";"¿Qué peligros ambientales siente que representan un riesgo para usted? (Puede seleccionar múltiples opciones)/Ninguno de los anteriores";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, inundaciones";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, incendios forestales";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, erupciones volcánicas";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, desprendimientos";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/No, ninguno de los anteriores";"¿Qué tipo de daño experimentó cuando sucedió el evento? ";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Económico (leve)";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Económico (moderado)";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Económico (severo)";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Emocional (leve)";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Emocional (moderado)";"¿Qué tipo de daño experimentó cuando sucedió el evento? /Emocional (severo)";"¿Cuánto tiempo le llevo recuperarse del evento que ha seleccionado anteriormente?";"¿Algún otro evento climático ocurrió mientras aún se recuperaba del evento mencionado anteriormente?";"En una escala del 1 al 5, ¿cómo de preparado diría que está usted si ocurriera alguno de estos peligros? ";"¿Ha tomado alguna medida de adaptación ante alguno de estos riesgos climáticos?";"¿Qué tipo de medidas de adaptación ha tomado?";"¿Por qué no ha tomado ninguna (otra) medida de adaptación? ";" ¿Cuánto dinero (en euros) estaría dispuesto a pagar por protección contra estos peligros? (pago único)";"¿Cuánto dinero extra estaría dispuesto a pagar para preservar la naturaleza en los alrededores de su hogar? (pago único) ";"¿Cree que los peligros naturales citados anteriormente se volverán más frecuentes y dañinos en el futuro? (1 = No puede empeorar, 5 = Puede empeorar mucho)";"¿Es usted propietario de la vivienda en la que reside? ";"¿Alguno de sus hijos vive actualmente en su hogar? ";"¿Alguno de sus hijos vive actualmente en su hogar? /Sí";"¿Alguno de sus hijos vive actualmente en su hogar? /No, no viven conmigo";"¿Alguno de sus hijos vive actualmente en su hogar? /No tengo hijos";"¿Alguno de sus hijos vive actualmente en su hogar? /Prefiero no responder";"¿Cuántas personas en tu hogar necesitarían asistencia en caso de emergencia? ";"¿Posee usted un automóvil?";"¿Vive usted cerca de un barranco o un río? ";"¿Cómo describiría el área que rodea su hogar? ";"¿Le ha proporcionado el gobierno procedimientos de evacuación (o acerca de cómo actuar) ante alguno de estos peligros?";"¿Dependes de una única ruta de evacuación o tienes múltiples opciones?";"¿A qué distancia de un evento  (como los descritos anteriormente) que avanza en su dirección, consideraría evacuar su hogar?";"En una escala del 1 al 5, ¿hasta qué punto confía en que las autoridades locales le protegen de los riesgo climáticos mencionados anteriormente?";"¿Hay algo más que le gustaría añadir?";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, inundaciones";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, incendios forestales";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, erupciones volcánicas";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/Sí, desprendimientos";"¿Ha sido afectado personalmente anteriormente por alguno de los peligros mencionados en la pregunta anterior? (Puede seleccionar múltiples opciones)/No, ninguno de los anteriores";"En una escala del 1 al 5, ¿cuánto confía en el gobierno actual?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-03-15T11:02:23.217-00:00";"2025-03-15T11:02:40.608-00:00";"Sí";"";"35-44";"No binario";"Grado universitario";"40.000 - 60.000 €";"Desprendimientos de rocas";"0";"0";"0";"1";"0";"Sí, desprendimientos";"0";"0";"0";"1";"0";"Emocional (moderado)";"0";"0";"0";"0";"1";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"651136145";"ab86b8da-834c-4e41-8897-ac8eb70b07cc";"2025-03-15T11:02:40";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"1"
"2025-03-15T11:31:31.820-00:00";"2025-03-15T11:31:52.744-00:00";"No";"";"25-34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"651141589";"32859fd4-c1c7-4595-aade-abac496916a4";"2025-03-15T11:31:53";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"2"
"2025-03-15T11:31:19.404-00:00";"2025-03-15T11:38:52.272-00:00";"Sí";"Tegueste";"35-44";"Mujer";"Grado universitario";"20.000 - 40.000 €";"Incendios forestales Inundaciones Erupciones volcánicas";"1";"1";"1";"0";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2";"No";"";"Entiendo que las medidas mas importantes tienen quebpartir de entidades publicas y difundirlas a la poblacion para que todos tengamos medidas coordinadas";"";"";"4";"Sí";"Sí";"1";"0";"0";"0";"Ninguna";"Sí";"No, más de 250 metros";"Área rural";"Para ninguno de los anteriores";"No, dispongo de múltiples opciones en caso de tener que evacuar";"A más de 5 kilómetros. ";"4";"Hay planes de emergencies para todos estos riesige pero la poblacion no los conoce p";"";"";"";"";"";"";"";"651143082";"7dd2067f-16ac-4d3f-b32d-c92b6cfdf425";"2025-03-15T11:38:53";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"3"
"2025-03-15T11:37:30.780-00:00";"2025-03-19T11:56:11.102+01:00";"Sí";"Tegueste";"45-54";"Mujer";"Grado universitario";"20.000 - 40.000 €";"Incendios forestales Erupciones volcánicas Desprendimientos de rocas";"1";"0";"1";"1";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2";"No";"";"";"";"";"4";"Prefiero no responder";"Sí";"1";"0";"0";"0";"Prefiero no responder";"Prefiero no contestar";"No, más de 250 metros";"Área destinada a la agricultura";"Para ninguno de los anteriores";"Sí, dependo de una única ruta para evacuaciones desde mi casa";"Entre 3 y 5 kilómetros. ";"5";"";"";"";"";"";"";"";"";"651144225";"7132b00e-2e79-40ff-a330-c3d5b25e148e";"2025-03-15T11:44:58";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"4"
"2025-03-15T11:08:19.921-00:00";"2025-03-19T12:01:49.118+01:00";"Sí";"Tegueste";"55-64";"Hombre";"Grado universitario";"Prefiero no responder";"Inundaciones";"0";"1";"0";"0";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"3";"No";"";"Porque no valors in peligro inminente";"20";"20";"4";"No";"No tengo hijos";"0";"0";"1";"0";"3";"No";"No, más de 250 metros";"Área urbana";"Para ninguno de los anteriores";"Sí, dependo de una única ruta para evacuaciones desde mi casa";"Entre uno y 3 kilómetros. ";"3";"";"";"";"";"";"";"";"";"651145100";"c4951ebe-c906-4be5-a90a-466feb767708";"2025-03-15T11:49:14";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"5"
"2025-03-15T11:49:46.567-00:00";"2025-03-15T11:52:15.262-00:00";"Sí";"";"25-34";"Hombre";"Grado universitario";"Prefiero no responder";"Erupciones volcánicas";"0";"0";"1";"0";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2";"No";"";"";"";"";"4";"No";"Prefiero no responder";"0";"0";"0";"1";"Prefiero no responder";"No";"No lo sé";"Otro";"Para ninguno de los anteriores";"No lo sé";"A más de 5 kilómetros. ";"3";"";"";"";"";"";"";"";"";"651145552";"c6ac5d73-93de-4492-8598-8b7580563d81";"2025-03-15T11:52:15";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"6"
"2025-03-15T12:02:34.592-00:00";"2025-03-15T12:05:29.074-00:00";"Sí";"Tegueste";"35-44";"Prefiero no responder";"Máster";"Prefiero no responder";"Ninguno de los anteriores";"0";"0";"0";"0";"1";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"1";"No";"";"No me preocupa";"";"";"4";"Sí";"Sí";"1";"0";"0";"0";"Prefiero no responder";"Sí";"No, más de 250 metros";"Área semi-urbana";"Para ninguno de los anteriores";"No, dispongo de múltiples opciones en caso de tener que evacuar";"A más de 5 kilómetros. ";"2";"";"";"";"";"";"";"";"";"651148126";"1fe4e091-a9d0-4989-899d-745f82997f12";"2025-03-15T12:05:31";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"7"
"2025-03-15T11:31:52.764-00:00";"2025-03-15T12:09:58.446-00:00";"Sí";"los Realejos Residente";"65 años o más";"Hombre";"Formación profesional";"10.000 - 20.000 €";"Incendios forestales";"1";"0";"0";"0";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"3";"No";"";"No lo considero";"0";"0";"";"Sí";"Sí";"1";"0";"0";"0";"5 o más";"Sí";"Sí, a menos de 30 metros";"Área rural";"Para ninguno de los anteriores";"No, dispongo de múltiples opciones en caso de tener que evacuar";"No lo sé";"5";"No";"";"";"";"";"";"";"";"651149029";"1ee4c3d2-4a06-461e-b7b1-480435da0986";"2025-03-15T12:09:59";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"8"
"2025-03-15T11:49:13.463-00:00";"2025-03-15T12:10:20.275-00:00";"Sí";"Resident";"45-54";"Hombre";"Bachillerato";"10.000 - 20.000 €";"Incendios forestales Erupciones volcánicas Desprendimientos de rocas";"1";"0";"1";"1";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"1";"No";"";"Es Que no me ha ocurrido";"0";"0";"4";"No";"No tengo hijos";"0";"0";"1";"0";"1";"No";"No, más de 250 metros";"Área urbana";"Para ninguno de los anteriores";"No lo sé";"No lo sé";"4";"";"";"";"";"";"";"";"";"651149108";"aa12f3ae-5e12-426f-bb93-17ee67dd050a";"2025-03-15T12:10:21";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"9"
"2025-03-15T11:20:36.593-00:00";"2025-03-15T12:15:15.228-00:00";"Sí";"Icod de los vinos";"65 años o más";"Mujer";"Educación primaria";"20.000 - 40.000 €";"Incendios forestales";"1";"0";"0";"0";"0";"No, ninguno de los anteriores";"0";"0";"0";"0";"1";"";"";"";"";"";"";"";"";"";"2";"No";"";"";"";"";"1";"Sí";"No, no viven conmigo";"0";"1";"0";"0";"1";"Sí";"Sí, a menos de 30 metros";"Área urbana";"Para ninguno de los anteriores";"No lo sé";"No lo sé";"1";"Medo del vulcan";"";"";"";"";"";"";"";"651150370";"6d0f1057-8c5c-4c9d-a95f-4efd49e12149";"2025-03-15T12:15:16";"";"";"submitted_via_web";"";"vEKWvQucJjWdAovuEGsEyS";"";"10"
